Species3;Family3;Order3;Clade;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;Min.Latitude;Max.Latitude;Centroid.Latitude;Centroid.Longitude;Range.Size;Species.Status
Eriocnemis nigrivestis;Trochilidae;Apodiformes;Brilliants;5;2;3;0;4;19,3;14,9;1,9;1,6;4,9;56,8;33,5;23,7;58,5;35,4;8,5;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-0,11;0,51;0,1;-78,57559246;77,93;Extant
Eriocnemis vestita;Trochilidae;Apodiformes;Brilliants;8;4;4;0;4;22,3;16,4;2;1,5;6,1;58,5;35,9;22,5;61,5;42,1;4,54;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-5,7;9,1;1,26;-76,41749525;97851,28;Extant
Eugenes fulgens;Trochilidae;Apodiformes;Gems;10;3;7;0;4;33,9;27,3;2,5;2,8;6,2;72;44;23,4;65,3;45,2;8;Dunning;NA;NO;NA;NA;Forest;1;2;Herbivore;Nectarivore;Aerial;8,76;32,99;22,91;-101,9993663;854518,72;Extant
Eulampis holosericeus;Trochilidae;Apodiformes;Mangoes;4;2;2;0;4;25,4;20,3;2;2,2;5,4;59,6;39,4;20,3;66;34;5,7;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;11,99;18,76;15,89;-62,29750975;8331,82;Extant
Eulampis jugularis;Trochilidae;Apodiformes;Mangoes;5;2;3;0;4;27,5;21,7;2,6;2,1;6;71,7;43,9;26,2;62,7;38,6;8,85;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;13,12;17,93;15,42;-61,41551496;5225,96;Extant
Eulidia yarrellii;Trochilidae;Apodiformes;Bees;5;2;3;0;4;14,6;10,5;1,3;1;3,7;32,9;20,5;13,1;61;28,2;2,5;Updated_literature;BoW;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-20,09;-18,01;-18,43;-69,99721992;2154,61;Extant
Eupetomena macroura;Trochilidae;Apodiformes;Emeralds;30;9;14;7;4;24,6;20,1;3;2,8;3,4;69,3;43,8;25,3;63,4;85;9;Dunning;NA;NO;NA;NA;Shrubland;3;1;Herbivore;Nectarivore;Aerial;-29,16;2,71;-14,64;-48,40668587;4594117,6;Extant
Eupherusa cyanophrys;Trochilidae;Apodiformes;Emeralds;4;2;2;0;3;21,6;16,8;2,5;2,2;5,1;58,4;37,3;21,2;63,9;35,8;4,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;15,8;16,47;16,15;-96,95033798;4063,86;Extant
Eupherusa eximia;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;19,5;15;1,8;1,5;4,5;55,3;34,7;20;63,5;32;4,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,36;19,05;14,76;-88,95070776;174512,43;Extant
Eupherusa nigriventris;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;16,1;12,8;1,6;1,7;4;46,8;29,5;17,3;63,1;27;3,5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,39;10,38;9,32;-82,73717061;14338,29;Extant
Eupherusa poliocerca;Trochilidae;Apodiformes;Emeralds;5;0;5;0;4;21,5;15,9;2,3;2,1;5,3;60,6;38,6;21,1;64,7;38,2;4,8;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;17,05;17,81;17,39;-99,80638029;3963,35;Extant
Eutoxeres aquila;Trochilidae;Apodiformes;Hermits;11;4;6;1;4;27,5;23,1;3,6;2,9;6,8;70,5;42,9;27,8;60,7;54;10,6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;-8,52;10,74;1,91;-77,73140723;306610,24;Extant
Eutoxeres condamini;Trochilidae;Apodiformes;Hermits;13;2;3;8;8;24,7;21,9;3,7;3,1;7,4;68,5;40,1;27,5;59,3;56,6;10,79;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;-15,53;1,69;-7,72;-75,18404125;368098,4;Extant
Florisuga fusca;Trochilidae;Apodiformes;Topazes;11;4;3;4;8;25,2;19,1;2,2;2,7;4,2;75,9;48,7;26,5;64,8;42;8;Updated_literature;BoW;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-34,98;-13,22;-24,25;-47,53223333;669732,96;Extant
Florisuga mellivora;Trochilidae;Apodiformes;Topazes;46;12;25;9;9;23,6;16,7;2,6;2,7;5;67,8;43,8;22,6;66,1;36,8;7,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-18,57;18,72;-2;-64,63641238;8105538,69;Extant
Glaucis aeneus;Trochilidae;Apodiformes;Hermits;4;1;2;1;4;31,4;25,9;2,2;2,6;4,8;52,5;31,8;20,7;60,6;33,2;4,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-0,72;15,98;8,77;-81,78122097;170965;Extant
Glaucis dohrnii;Trochilidae;Apodiformes;Hermits;7;3;4;0;3;28,4;24,2;2,8;3,1;3,4;62,9;27,8;32,9;46,3;39,9;5,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-19,24;-15,87;-16,91;-39,59811498;978,16;Extant
Glaucis hirsutus;Trochilidae;Apodiformes;Hermits;24;6;3;15;6;33,1;28,6;3,2;3,5;4,1;58,8;34,8;23,4;59,8;39,1;6,76;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-24,03;12,23;-4,08;-62,80001348;7820159,95;Extant
Goethalsia bella;Trochilidae;Apodiformes;Emeralds;4;0;4;0;3;20,2;16,1;2,1;2,8;5,1;51,4;33,8;17,8;65,7;33,1;3,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;7,41;8,08;7,76;-77,83539048;1893,25;Extant
Goldmania violiceps;Trochilidae;Apodiformes;Emeralds;4;2;2;0;3;21,7;19;2,7;2,1;3,7;49,5;32,5;16,9;65,8;28;4,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;7,89;9,52;8,68;-78,17051102;2852,72;Extant
Haplophaedia assimilis;Trochilidae;Apodiformes;Brilliants;4;0;3;1;4;19,7;16;1,6;1,8;6,7;57,2;35,2;22;61,6;39,5;4,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-16,86;-5,31;-11,64;-72,61751638;59077,29;Extant
Haplophaedia aureliae;Trochilidae;Apodiformes;Brilliants;17;1;7;9;4;21,8;17,5;2,3;2;5,7;56,8;34,9;20,3;63,2;38,9;5,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,72;8,71;2,42;-76,5969411;77848,33;Extant
Haplophaedia lugens;Trochilidae;Apodiformes;Brilliants;4;0;3;1;4;19,2;15,6;2,1;1,9;7,6;64,5;39,2;25,2;60,9;41,2;6,9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-0,21;1,37;0,59;-78,20121755;4915,22;Extant
Heliactin bilophus;Trochilidae;Apodiformes;Mangoes;5;2;3;0;4;18,5;12,9;1,5;1,7;4,2;47,8;34,9;13,1;72,5;50,2;4,4;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;-23,73;3,45;-13,55;-49,43581957;3879596,58;Extant
Heliangelus amethysticollis;Trochilidae;Apodiformes;Coquettes;79;18;50;11;44;20,7;16,1;2,5;2,1;5,7;62,5;37;25,5;59,3;42,3;5,04;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Generalist;-17,9;10,88;-6,62;-73,3546862;200704,96;Extant
Heliangelus exortis;Trochilidae;Apodiformes;Coquettes;54;4;31;19;4;19,8;13,2;1,9;1,9;4,7;60,8;40,2;22,5;64,2;40,4;4,59;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;-2,14;7,21;3,29;-76,06162305;64064,87;Extant
Heliangelus mavors;Trochilidae;Apodiformes;Coquettes;5;0;5;0;4;18,2;13,6;2,1;1,7;5,8;63,6;41,8;22;65,5;41,6;4,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;5,3;10,04;7,28;-72,22354468;38610,25;Extant
Heliangelus micraster;Trochilidae;Apodiformes;Coquettes;4;0;4;0;4;16,5;13;1,8;1,3;5,3;63,5;39;24,5;61,4;43,5;3,9;Updated_literature;BoW;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-6,53;-2,67;-4,61;-79,02456068;17855,93;Extant
Heliangelus regalis;Trochilidae;Apodiformes;Coquettes;4;2;2;0;3;18,4;14,1;1,8;1,8;5,4;51,8;33,3;18,5;64,3;43,4;3,6;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-7,6;-4,12;-5,61;-78,04729574;3514,44;Extant
Heliangelus strophianus;Trochilidae;Apodiformes;Coquettes;4;2;2;0;4;17,1;12,8;1,9;1,5;6,2;66,2;42,8;23,5;64,4;48,2;5,5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-3,61;1,14;-0,72;-78,76425318;9555,21;Extant
Heliangelus viola;Trochilidae;Apodiformes;Coquettes;10;4;6;0;4;19,3;12,8;1,8;1,5;6,3;63,2;39,9;23,3;63,1;53,2;5,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-7,58;-0,69;-4,8;-78,91381634;35976,8;Extant
Heliodoxa aurescens;Trochilidae;Apodiformes;Brilliants;5;1;4;0;4;25,3;18,8;2,6;2,7;4,2;61;39,9;20,9;65,6;34,6;6,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-16,66;6,83;-5,02;-66,78622245;3600288,83;Extant
Heliodoxa branickii;Trochilidae;Apodiformes;Brilliants;4;2;2;0;4;25,6;21,2;2,6;2,2;4,9;62,5;41;21,5;65,7;36,9;5,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-13,61;-7,02;-10,98;-74,11236774;126780,84;Extant
Heliodoxa gularis;Trochilidae;Apodiformes;Brilliants;6;2;2;2;5;28;22,4;2,8;2,5;4,9;63,8;42;21,6;66;37,8;6,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-1,05;1,63;0,05;-77,09521473;22626,05;Extant
Heliodoxa imperatrix;Trochilidae;Apodiformes;Brilliants;5;2;3;0;4;33,1;25,8;3,1;2,8;6,6;73;46,8;25,5;64,7;64,6;8,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;-0,2;5,38;2,5;-77,38972381;22063,19;Extant
Heliodoxa jacula;Trochilidae;Apodiformes;Brilliants;17;8;9;0;4;26,4;19,1;2,5;2,8;6,3;70,3;45,7;25,6;64,1;44,2;8,09;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-3,64;10,98;3,67;-79,41000634;63656,63;Extant
Heliodoxa leadbeateri;Trochilidae;Apodiformes;Brilliants;14;9;5;0;4;28,9;21;2,9;2,1;5,7;67,2;43;24,2;64;45,2;7,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,95;11,22;-1,61;-73,4393117;409940,21;Extant
Heliodoxa rubinoides;Trochilidae;Apodiformes;Brilliants;8;3;5;0;4;27,7;19;2,5;2,3;5,2;69,3;44,1;25,2;63,6;43,3;7,79;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-12,83;7,28;-1,84;-76,08887406;203573,74;Extant
Heliodoxa schreibersii;Trochilidae;Apodiformes;Brilliants;5;3;2;0;5;27,4;21,1;3,2;2,8;6,1;67,6;43,3;24,3;64;48,8;9,17;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-13,42;3,3;-1,37;-73,17585744;740209,61;Extant
Heliodoxa xanthogonys;Trochilidae;Apodiformes;Brilliants;4;2;2;0;4;24,2;17,9;2,2;2,5;5,6;63;41,1;21,9;65,3;37,5;6,99;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0,43;6,19;4,21;-63,89409261;222443,1;Extant
Heliomaster constantii;Trochilidae;Apodiformes;Gems;5;1;4;0;4;35,8;32,3;2,5;2,7;4,2;62,7;41,5;20,6;66,8;35,2;7,3;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;8,87;30,56;19,87;-100,0157286;554868,14;Extant
Heliomaster furcifer;Trochilidae;Apodiformes;Gems;5;2;3;0;4;32,6;26,1;2;2,1;5,1;54,1;34,3;20,1;63;39,2;5,4;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-34,78;-13,92;-23,13;-58,04885661;2967951,96;Extant
Heliomaster longirostris;Trochilidae;Apodiformes;Gems;16;4;6;6;8;35;29;2,7;2,7;4,4;58,4;37;19,7;65,3;30,7;6,6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,07;18,73;-2,32;-64,89069696;8290213,63;Extant
Heliomaster squamosus;Trochilidae;Apodiformes;Gems;9;2;6;1;4;32,4;28,4;2,6;2,4;3,1;56;35,2;21,4;62,2;35,2;5,9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-23,53;-5,76;-15,69;-44,87660214;1519261,77;Extant
Heliothryx auritus;Trochilidae;Apodiformes;Mangoes;15;8;7;0;6;24,1;17,2;2,5;2,4;4,6;64,8;43,1;22,2;66;54,2;5,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-26,09;10,77;-4,6;-61,52412812;6893450,96;Extant
Heliothryx barroti;Trochilidae;Apodiformes;Mangoes;4;1;3;0;3;21,9;16,2;2,2;2,2;4,5;63,8;43,4;20,4;68;57;5,5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-3,99;17,72;9,57;-81,7222511;491040,04;Extant
Hylocharis chrysura;Trochilidae;Apodiformes;Emeralds;4;3;0;1;3;22,8;19,1;2,7;2;4,4;51,8;31,8;19,9;61,5;30,8;4,5;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-35,91;-12,15;-23,13;-57,86731953;3128401,38;Extant
Hylocharis cyanus;Trochilidae;Apodiformes;Emeralds;7;1;3;3;4;20,1;14,7;2,1;2,1;4,4;47,8;29,5;18;62,1;25,6;3,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-25,29;11,72;-5,71;-60,14097231;7031990,78;Extant
Hylocharis eliciae;Trochilidae;Apodiformes;Emeralds;10;2;8;0;4;18,3;15,2;2,4;2,3;3,3;49,5;31,1;17,1;64,4;27,8;3,6;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;7,2;18,75;13,09;-86,19576631;306966,67;Extant
Hylocharis grayi;Trochilidae;Apodiformes;Emeralds;9;1;6;2;4;22,1;18,3;2,6;2;5,4;60,5;37,6;22,2;62,9;33,4;5,6;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;0,04;4,81;2,51;-76,95761786;39557,97;Extant
Hylocharis humboldtii;Trochilidae;Apodiformes;Emeralds;8;3;5;0;6;21;18,4;1,9;1,6;5,6;61,1;37,7;23;62,1;34,9;5,6;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;0,79;7,54;3,97;-77,84862055;21280,25;Extant
Hylocharis leucotis;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;18,6;14,3;2,4;1,9;3,2;54,3;37,1;17,2;68,4;33,4;3,39;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;12,76;30,73;21,63;-101,1087667;556989,38;Extant
Hylocharis sapphirina;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;20,5;16,1;2,1;2,1;4,7;49,5;31,8;17,7;64,2;29,5;4,4;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-28,13;8,41;-4,83;-59,15603561;3920507,06;Extant
Hylocharis xantusii;Trochilidae;Apodiformes;Emeralds;4;1;3;0;4;17,8;14,5;2,6;2;5;50,8;32,6;18,1;64,5;29,8;3,4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;22,87;28,5;25,35;-111,3064385;41923,51;Extant
Hylonympha macrocerca;Trochilidae;Apodiformes;Gems;5;2;3;0;4;27,3;20,5;3,3;2,7;6,3;66,6;44;21,3;67,4;105,6;7,3;Updated_literature;BoW;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;10,63;10,72;10,68;-62,32100814;227,61;Extant
Klais guimeti;Trochilidae;Apodiformes;Emeralds;8;2;5;1;4;15,2;10,6;1,3;1,4;5;48,4;32,2;16,2;66,6;28,4;2,6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-16,86;15,44;-0,91;-76,5946115;471433,43;Extant
Lafresnaya lafresnayi;Trochilidae;Apodiformes;Brilliants;14;4;8;2;5;29,6;24,9;2,5;1,8;5,7;63,6;38,7;23,3;62,4;40,2;5,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-14,83;11,15;-3,12;-75,9285386;312941,28;Extant
Lampornis amethystinus;Trochilidae;Apodiformes;Gems;5;1;2;2;4;24,6;19;2,7;1,9;4,4;65,4;41,5;23;64,3;41,5;5,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;13,64;24,61;17,74;-96,19612774;194597,57;Extant
Lampornis calolaemus;Trochilidae;Apodiformes;Gems;5;2;3;0;4;23,5;19;2,1;2,5;5,8;62,6;39,8;21,8;64,6;36,4;5,08;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,49;11,87;9,78;-83,49021279;10988,47;Extant
Lampornis castaneoventris;Trochilidae;Apodiformes;Gems;9;4;5;0;8;23,5;18,2;2,1;2,2;5,9;62;39,8;21,8;64,6;34,8;5,08;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,7;9,83;9,31;-83,29119771;7655,42;Extant
Lampornis clemenciae;Trochilidae;Apodiformes;Gems;5;2;3;0;4;28,4;22,5;2,5;2,3;5;73,7;47,9;24,7;66,2;49;7,55;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;16,45;35,19;24,24;-104,0210315;496876,69;Extant
Lampornis hemileucus;Trochilidae;Apodiformes;Gems;5;2;2;1;4;22,9;18,2;2,3;2,7;6;62,4;40,2;21,6;65,1;36,2;5,5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,51;10,55;9,49;-83,02303048;9354,91;Extant
Lampornis sybillae;Trochilidae;Apodiformes;Gems;4;2;2;0;4;23,5;18,2;2,4;2,1;6;64,2;40,6;23,6;63,2;40,5;6,3;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;12,73;15,56;14,53;-86,6961513;45190,48;Extant
Lampornis viridipallens;Trochilidae;Apodiformes;Gems;5;2;3;0;4;22,7;17,5;2,1;2,1;5,9;63,4;40,3;22,7;63,9;40;5,33;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;13,69;17,47;15,35;-90,54997332;91755,51;Extant
Lamprolaima rhami;Trochilidae;Apodiformes;Gems;5;0;3;2;4;21,1;15,4;2,3;2,2;3,4;78;47,5;30,3;61;46,8;7,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;13,8;20,35;16,04;-92,43645626;138239,01;Extant
Lepidopyga coeruleogularis;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;21,5;16,8;2;2;5,3;47,2;30;16,7;64,3;33,6;4,2;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;7,2;11,3;8,78;-77,927653;88891,44;Extant
Lepidopyga goudoti;Trochilidae;Apodiformes;Emeralds;5;1;0;4;4;19,6;15,5;2,2;1,6;4,5;49,4;31;18,2;63;29,8;4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;1,72;12,46;8,43;-73,9733397;299961,56;Extant
Lepidopyga lilliae;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;21,2;18,3;1,4;1,5;4,7;47,1;30,2;16,9;64,1;28,8;4,3;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;7,86;11,57;10,23;-75,02422774;2413,9;Extant
Lesbia nuna;Trochilidae;Apodiformes;Coquettes;6;2;3;1;5;17,9;13;2,4;1,9;5,2;51,7;31,5;19,1;62,1;72,6;3,7;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-17,42;5,67;-7,35;-76,05396897;251932,1;Extant
Lesbia victoriae;Trochilidae;Apodiformes;Coquettes;5;0;4;1;4;18,6;13,8;2,6;2,1;5,8;58,6;37,1;21;63,8;91,8;5;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-14,33;7,29;-6,52;-75,90010773;197489,26;Extant
Leucippus baeri;Trochilidae;Apodiformes;Emeralds;4;1;3;0;3;24,7;18,8;2,2;2;5,3;56,7;36,1;20,6;63,7;34;4,5;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-6,61;-3,37;-4,98;-80,51762762;38502,33;Extant
Leucippus chlorocercus;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;19,6;14,8;2,4;2;5,9;56,1;34;22,1;60,7;35,2;4,6;Dunning;NA;NO;NA;NA;Shrubland;1;1;Herbivore;Nectarivore;Aerial;-8,65;-0,19;-3,62;-70,15834142;173795,89;Extant
Leucippus fallax;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;22,6;17,4;2,3;2,2;5,6;60;36,4;22,8;61,5;34,6;6;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;9,3;12,46;10,85;-70,30457717;93947,05;Extant
Leucippus taczanowskii;Trochilidae;Apodiformes;Emeralds;4;1;2;1;4;27,7;22,1;2,6;2;5,8;69,6;44;25,6;63,2;40,2;6,4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-10,49;-5,02;-7,25;-78,0993859;86686,52;Extant
Leucochloris albicollis;Trochilidae;Apodiformes;Emeralds;5;0;1;4;4;26,9;20,5;2,5;2,2;4,7;58,8;37;22;62,8;34;6,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-38,26;-17,84;-25,32;-52,48552401;2176859,29;Extant
Loddigesia mirabilis;Trochilidae;Apodiformes;Brilliants;5;2;3;0;3;19,3;14,1;1,3;1,4;4,7;42;28,4;13,9;67,2;92,2;3;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Insessorial;-6,8;-5,8;-6,37;-77,7555892;1772,9;Extant
Lophornis adorabilis;Trochilidae;Apodiformes;Coquettes;4;2;2;0;4;13,2;9,1;1,6;1,4;5;37,8;25,5;12,2;67,5;26,8;2,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,03;10,16;9,13;-83,52171249;16798;Extant
Lophornis brachylophus;Trochilidae;Apodiformes;Coquettes;2;0;2;0;1;12,9;10,1;1,6;1,6;2,8;42,5;27,2;15,3;64;24,5;2,7;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;17,27;17,43;17,34;-100,2528752;53,27;Extant
Lophornis chalybeus;Trochilidae;Apodiformes;Coquettes;9;4;5;0;8;16,9;13;1,8;1,7;4,3;42,8;27,5;14,9;64,9;26,5;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-28,34;7,73;-5,74;-66,72654983;2971939,18;Extant
Lophornis delattrei;Trochilidae;Apodiformes;Coquettes;9;2;5;2;8;13,1;9,1;1,2;1,2;4,3;38,3;25,6;12,9;66,6;23,1;2,8;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;-17,9;9,64;-8,2;-72,70041176;223133,32;Extant
Lophornis gouldii;Trochilidae;Apodiformes;Coquettes;8;3;5;0;7;13,3;9,7;1,3;1,4;4,4;37,8;25,3;12,5;67;24,1;2,4;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;-16,97;-0,54;-8,27;-52,08239451;1191137,77;Extant
Lophornis helenae;Trochilidae;Apodiformes;Coquettes;9;4;5;0;4;14,4;10,3;1,4;1,1;3,8;39,4;27,2;12,5;68,6;22,9;2,6;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;9,8;18,75;15,5;-89,07341876;254041,65;Extant
Lophornis magnificus;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;14;10,5;1,7;1,5;4,7;39,8;26,2;13,5;66;23;2,7;Dunning;NA;NO;NA;NA;Human Modified;2;1;Omnivore;Omnivore;Aerial;-31,35;-9,38;-18,39;-47,73608042;2557177,01;Extant
Lophornis ornatus;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;12;9,1;1,2;1,2;6,3;37,2;25,2;11,5;68,8;24,8;2,3;Dunning;NA;NO;NA;NA;Human Modified;2;1;Omnivore;Omnivore;Aerial;0,11;10,84;4,4;-58,51796828;827835,42;Extant
Lophornis pavoninus;Trochilidae;Apodiformes;Coquettes;5;2;3;0;4;13,7;8,7;1,3;1,2;7,8;45,8;29;16,5;63,9;30,2;3;Dunning;NA;NO;NA;NA;Human Modified;1;1;Herbivore;Nectarivore;Aerial;3,03;6,91;5,31;-63,65401855;205725,86;Extant
Lophornis stictolophus;Trochilidae;Apodiformes;Coquettes;5;0;2;3;4;12,8;8,4;1,2;1,2;4,4;38,4;25;13,5;64,9;24,1;2,7;EltonTraits_GenAvg;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;-5,6;10,64;3,43;-74,49995666;134544;Extant
Mellisuga helenae;Trochilidae;Apodiformes;Bees;4;0;4;0;3;12,2;8,6;1;1;3;28,2;17,8;10,5;62,9;17;2,2;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;19,83;23,19;21,61;-79,00904212;108875,85;Extant
Mellisuga minima;Trochilidae;Apodiformes;Bees;4;1;0;3;4;11,2;8,6;1,3;1,1;3,5;36,3;23,3;12,9;64,3;19,2;2,4;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;17,61;20,09;18,81;-72,04818908;86168,43;Extant
